OID_,X,Y,Shape_Leng,Shape_Area
0,-79.904255179000003,40.483066771200001,0.019095922414700,0.000029018263432
1,-79.897942919900004,40.482984160000001,0.019095922414700,0.000029018263432
2,-79.891307311600002,40.482228487500002,0.019095922414700,0.000029018263432
3,-79.885873673500001,40.481033015800001,0.019095922414700,0.000029018263432
4,-79.904361413399997,40.488095007299997,0.019095922414700,0.000029018263432
5,-79.899645821199996,40.487060317299999,0.019095922414700,0.000029018263432
6,-79.893425306899999,40.486494351899999,0.019095922414700,0.000029018263432
7,-79.887278021399993,40.485086253299997,0.019095922414700,0.000029018263432
8,-79.881325838899997,40.484530963099999,0.019095922414700,0.000029018263432
9,-79.906798775499993,40.478785244699999,0.019095922414700,0.000029018263432
10,-79.900770319299994,40.478691105800003,0.019095922414700,0.000029018263432
11,-79.895017087400007,40.478713063100003,0.019095922414700,0.000029018263432
12,-79.889598142599993,40.477560408000002,0.019095922414700,0.000029018263432
13,-79.886709578700007,40.473542178499997,0.019095922414700,0.000029018263432
14,-79.905199997699995,40.475194344199998,0.019095922414700,0.000029018263432
15,-79.898864893199999,40.474421816600000,0.019095922414700,0.000029018263432
16,-79.892958469600003,40.474245392999997,0.019095922414700,0.000029018263432
17,-79.889503143499994,40.469752036499997,0.019095922414700,0.000029018263432
18,-79.895447902399994,40.470257699100003,0.019095922414700,0.000029018263432
19,-79.901583774499997,40.471217405899999,0.019095922414700,0.000029018263432
20,-79.907481966000006,40.470709660099999,0.019095922414700,0.000029018263432
21,-79.904863344199995,40.467042812099997,0.019095922414700,0.000029018263432
22,-79.899248181399997,40.466946946500002,0.019095922414700,0.000029018263432
23,-79.892949464500006,40.465956697700001,0.019095922414700,0.000029018263432
24,-79.890121681799997,40.461752500499998,0.019095922414700,0.000029018263432
25,-79.886988238300006,40.465471694599998,0.019095922414700,0.000029018263432
26,-79.903121372800001,40.463033023500003,0.019095922414700,0.000029018263432
27,-79.896627076900003,40.463017028499998,0.019095922414700,0.000029018263432
28,-79.883399132899996,40.469310110700000,0.019095922414700,0.000029018263432
29,-79.882991082600000,40.476934187499999,0.019095922414700,0.000029018263432
30,-79.881494289100004,40.472638318100003,0.019095922414700,0.000029018263432
31,-79.879716224600003,40.480112439599999,0.019095922414700,0.000029018263432
32,-79.905771621300005,40.492368793700003,0.019095922414700,0.000029018263432
33,-79.899818817400003,40.491660541199998,0.019095922414700,0.000029018263432
34,-79.895041618400001,40.489961989699999,0.019095922414700,0.000029018263432
35,-79.888682441699999,40.489882620099998,0.019095922414700,0.000029018263432
36,-79.882814640399999,40.488533595299998,0.019095922414700,0.000029018263432
37,-79.876892327099995,40.488300537599997,0.019095922414700,0.000029018263432
38,-79.909280136800007,40.485548941899999,0.019095922414700,0.000029018263432
39,-79.910349184300003,40.481248622300001,0.019095922414700,0.000029018263432
40,-79.911488542200004,40.476030809599997,0.019095922414700,0.000029018263432
41,-79.911371338999999,40.472996689900000,0.019095922414700,0.000029018263432
42,-79.911934832699998,40.467923309299998,0.019095922414700,0.000029018263432
43,-79.909310235999996,40.464600517400001,0.019095922414700,0.000029018263432
44,-79.899702966199996,40.459070041700002,0.019095922414700,0.000029018263432
45,-79.894166509800002,40.458382107100000,0.019095922414700,0.000029018263432
46,-79.883657765899997,40.461402269700002,0.019095922414700,0.000029018263432
47,-79.888357129799999,40.457568594000001,0.019095922414700,0.000029018263432
48,-79.906676358900000,40.458836573100001,0.019095922414700,0.000029018263432
49,-79.909486099800006,40.461303636700002,0.019095922414700,0.000029018263432
50,-79.915175125199994,40.463780916899999,0.019095922414700,0.000029018263432
51,-79.916390948499995,40.470643554500001,0.019095922414700,0.000029018263432
52,-79.880991683100007,40.464987323000003,0.019095922414700,0.000029018263432
53,-79.877213916000002,40.475826377600001,0.019095922414700,0.000029018263432
